kmname,str
analysis,analysis of identified problems
analysis,analysis of identify problem
analysis,analysis identify problem
analysis,analysis of admitting problems
analysis,analysis of admit problem
analysis,analysis admit problem
analysis,analysis
analysis,analysis of problem
analysis,analysis problem
analysis,analysis
plan,plan/recommendations
plan,plan recommendation
plan,recommendations and treatment plan
plan,recommendation and treatment plan
plan,recommendation treatment plan
plan,p
plan,post cardioversion plans
plan,post cardioversion plan
plan,Therapeutic Plans
plan,therapeutic plan
plan,recommendation
plan,Plan/suggestions/disposition
plan,plan suggestion disposition
plan,plan
plan,recommendations
plan,recommendation
plan,plan and recommendations
plan,plan and recommendation
plan,plan recommendation
plan,plans
plan,plan
plan,recommendations/plan
plan,recommendation plan
plan,recs
plan,rec
plan,plan
plan,TO DO/PLAN
plan,to do plan
plan,to do
treatment_goals,PRELIMINARY TREATMENT FOCI AND INITAL GOALS
treatment_goals,preliminary treatment focus and inital goal
treatment_goals,preliminary treatment focus inital goal
treatment_goals,treatment_goals
treatment_goals,treatment goals
treatment_goals,treatment goal
treatment_goals,goals
treatment_goals,goal
patient_education,Information received by patient
patient_education,information receive by patient
patient_education,information receive patient
patient_education,patient_education
patient_education,Counseling/Education
patient_education,counsel education
patient_education,Discussed with patient
patient_education,discuss with patient
patient_education,discuss patient
patient_education,patient education
patient_education,counseled patient
patient_education,counsel patient
patient_education,INFORMATION DISCUSSED WITH PATIENT
patient_education,information discuss with patient
patient_education,information discuss patient
patient_education,PATIENT COUNSELING
patient_education,patient counsel
plan_by_type,plan_by_type
plan_by_type,plan by type
plan_by_type,plan type
diagnostic_plan_workup,diagnostic_plan_workup
diagnostic_plan_workup,diagnostic_plan_workup
diagnostic_plan_workup,"diagnostic plan, workup"
diagnostic_plan_workup,diagnostic plan workup
therapeutic_plan,therapeutic plan
therapeutic_plan,therapeutic_plan
therapeutic_plan,therapeutic
anesthesia_plan,anesthesia
anesthesia_plan,anesthesia_plan
anesthesia_plan,anesthesia plan
wound_care_plan,wound_care_plan
wound_care_plan,wound
wound_care_plan,wound care plan
wound_care_plan,wound care
prophylaxis_plan,prophylaxis
prophylaxis_plan,proph
prophylaxis_plan,prophylaxis plan
prophylaxis_plan,prophylaxis_plan
prophylaxis_plan,prophy
health_maintenance_plan,health_maintenance_plan
health_maintenance_plan,health maintenance plan
health_maintenance_plan,preventive care
health_maintenance_plan,health maintenance
health_maintenance_plan,health maint
disposition_plan,dispo
disposition_plan,disposition_plan
disposition_plan,disp
disposition_plan,disposition
disposition_plan,disposition plan
transplant_plan,transplant plan
transplant_plan,transplant_plan
transplant_plan,transplant
renal_transplant_plan,renal transplant plan
renal_transplant_plan,renal transplant
renal_transplant_plan,kidney transplant
renal_transplant_plan,renal_transplant_plan
heart_transplant_plan,heart transplant
heart_transplant_plan,cardiac transplant
heart_transplant_plan,heart_transplant_plan
heart_transplant_plan,heart transplant plan
liver_transplant_plan,liver transplant plan
liver_transplant_plan,liver_transplant_plan
liver_transplant_plan,liver transplant
pancreas_transplant_plan,pancreas transplant plan
pancreas_transplant_plan,pancreas transplant
pancreas_transplant_plan,pancreas_transplant_plan
plan_by_system,plan by system
plan_by_system,plan system
plan_by_system,plan_by_system
general_plan,general_plan
general_plan,gen
general_plan,general
general_plan,general plan
skin_plan,integ
skin_plan,skin_plan
skin_plan,integumentary
skin_plan,dermatologic
skin_plan,skin
skin_plan,derm
skin_plan,skin plan
skin_plan,skin/dermatologic
skin_plan,skin dermatologic
skin_plan,integument
heent_plan,heent_plan
heent_plan,heent/neck
heent_plan,heent neck
heent_plan,heent
heent_plan,heent plan
heent_plan,hent
heent_plan,head eyes ears nose and throat
heent_plan,head eye ear nose and throat
heent_plan,head eye ear nose throat
head_neck_plan,head neck
head_neck_plan,head_neck_plan
head_neck_plan,head neck plan
head_neck_plan,head & neck
head_neck_plan,head neck
head_neck_plan,head/neck
head_neck_plan,head neck
head_neck_plan,head and neck
head_neck_plan,head neck
head_plan,head plan
head_plan,head_plan
head_plan,head
neck_plan,neck plan
neck_plan,neck
neck_plan,neck_plan
ent_plan,ent
ent_plan,ent plan
ent_plan,ent_plan
ears_plan,ear
ears_plan,ears
ears_plan,ear
ears_plan,ears_plan
ears_plan,ears plan
ears_plan,ear plan
nose_plan,nose_plan
nose_plan,nose plan
nose_plan,nose
throat_plan,throat plan
throat_plan,throat_plan
throat_plan,throat
ophthalmologic_plan,ophtalmologic
ophthalmologic_plan,eye
ophthalmologic_plan,eyes exam
ophthalmologic_plan,eye exam
ophthalmologic_plan,ophthalmologic plan
ophthalmologic_plan,ophtho
ophthalmologic_plan,ophthalmologic
ophthalmologic_plan,ophthalmologic_plan
face_plan,face_plan
face_plan,face plan
face_plan,face
lypmhatic_plan,lypmhatic plan
lypmhatic_plan,lypmhatic_plan
lypmhatic_plan,Lymphatic System Symptoms
lypmhatic_plan,lymphatic system symptom
lypmhatic_plan,lymphatic
lypmhatic_plan,lymp
lypmhatic_plan,lypmhatic
lypmhatic_plan,lymph
hematology_plan,hematology
hematology_plan,heme
hematology_plan,hematology_plan
hematology_plan,hematologic
hematology_plan,Hematopoeitic System Symptoms
hematology_plan,hematopoeitic system symptom
hematology_plan,hematology plan
clotting_plan,Clotting Abnormality or Bleeding Disorder History
clotting_plan,clot abnormality or bleeding disorder history
clotting_plan,clot abnormality bleeding disorder history
clotting_plan,clotting plan
clotting_plan,clot plan
clotting_plan,clotting
clotting_plan,clot
clotting_plan,clotting_plan
clotting_plan,clotting history
clotting_plan,clot history
oncology_plan,oncology plan
oncology_plan,oncologic
oncology_plan,onc
oncology_plan,oncology
oncology_plan,oncology_plan
cardiovascular_plan,cardio
cardiovascular_plan,cv
cardiovascular_plan,cardiorespiratory
cardiovascular_plan,card
cardiovascular_plan,cvs
cardiovascular_plan,cv
cardiovascular_plan,cardiovascular_plan
cardiovascular_plan,cardiovascular plan
cardiovascular_plan,heart
cardiovascular_plan,cardiovascular
cardiovascular_plan,cardiovascular exam
cardiovascular_plan,cardiac
cardiovascular_plan,cor
thorax_plan,thorax
thorax_plan,thorax plan
thorax_plan,thorax_plan
chest_plan,chest_plan
chest_plan,chest
chest_plan,chest plan
back_plan,back plan
back_plan,back_plan
back_plan,back
breast_plan,breast
breast_plan,breast_plan
breast_plan,chest/breasts
breast_plan,chest breast
breast_plan,breasts
breast_plan,breast
breast_plan,breast plan
gastrointestinal_plan,gastrointestinal plan
gastrointestinal_plan,gastrointestinal_plan
gastrointestinal_plan,gastrointestinal
gastrointestinal_plan,gi
gastrointestinal_plan,abdomen (GI)
gastrointestinal_plan,abdomen gi
gastrointestinal_plan,gastro
genitourinary_plan,genitourinary
genitourinary_plan,genitourinary_plan
genitourinary_plan,genitourinary exam
genitourinary_plan,gu
genitourinary_plan,genitala/rectal
genitourinary_plan,genitala rectal
genitourinary_plan,genitourinary plan
genitourinary_plan,Review of Genitourinary Reproductive and Obstetrical Symptoms
genitourinary_plan,review of genitourinary reproductive and obstetric symptom
genitourinary_plan,review genitourinary reproductive obstetric symptom
genitourinary_plan,genitalia
genitourinary_plan,genito
neuro_psych_plan,neuro psych plan
neuro_psych_plan,neuropsychiatric examination
neuro_psych_plan,neuropsychiatric
neuro_psych_plan,neuro psych
neuro_psych_plan,neuro_psych_plan
psychiatric_plan,psychiatric_plan
psychiatric_plan,psych
psychiatric_plan,psychiatric
psychiatric_plan,psychiatric plan
headache_plan,headache
headache_plan,headache_plan
headache_plan,headache plan
neurological_plan,neurological
neurological_plan,neuro
neurological_plan,neurological plan
neurological_plan,neurologic
neurological_plan,neurological_plan
mental_status_plan,mental_status_plan
mental_status_plan,mental status
mental_status_plan,mental status exam
mental_status_plan,mental status plan
musculoskeletal_rheumatological_plan,musculoskeletal rheumatological
musculoskeletal_rheumatological_plan,musculoskeletal_rheumatological_plan
musculoskeletal_rheumatological_plan,musculoskeletal rheumatological plan
musculoskeletal_rheumatological_plan,musculoskeletal/rheumatologic
musculoskeletal_rheumatological_plan,musculoskeletal rheumatologic
musculoskeletal_plan,musc/skel
musculoskeletal_plan,musc skel
musculoskeletal_plan,musculoskeletal_plan
musculoskeletal_plan,musculoskeletal
musculoskeletal_plan,skeletal
musculoskeletal_plan,musculoskeletal plan
musculoskeletal_plan,ortho
musculoskeletal_plan,ms
musculoskeletal_plan,musculoskeletal system
musculoskeletal_plan,musc
musculoskeletal_plan,orthopedic
rheumatological_plan,rheumatological
rheumatological_plan,rheumatological_plan
rheumatological_plan,rheumatological plan
rheumatological_plan,rheum
joints_plan,joints_plan
joints_plan,joints plan
joints_plan,joint plan
joints_plan,joints
joints_plan,joint
shoulders_plan,shoulders_plan
shoulders_plan,shoulders
shoulders_plan,shoulder
shoulders_plan,shoulders plan
shoulders_plan,shoulder plan
elbows_plan,elbows
elbows_plan,elbow
elbows_plan,elbows_plan
elbows_plan,elbows plan
elbows_plan,elbow plan
wrists_plan,wrists plan
wrists_plan,wrist plan
wrists_plan,wrists_plan
wrists_plan,wrists
wrists_plan,wrist
hands_plan,hands_plan
hands_plan,hands
hands_plan,hand
hands_plan,hands plan
hands_plan,hand plan
mcp_plan,mcp_plan
mcp_plan,mcp plan
mcp_plan,mcp
pip_plan,pip_plan
pip_plan,pip
pip_plan,pip plan
dip_plan,dip_plan
dip_plan,dip plan
dip_plan,dip
hips_plan,hips_plan
hips_plan,hips plan
hips_plan,hip plan
hips_plan,hips
hips_plan,hip
knees_plan,knees_plan
knees_plan,knees
knees_plan,knee
knees_plan,knees plan
knees_plan,knee plan
ankles_plan,ankles
ankles_plan,ankle
ankles_plan,ankles plan
ankles_plan,ankle plan
ankles_plan,ankles_plan
feet_plan,feet_plan
feet_plan,feet
feet_plan,foot
feet_plan,feet plan
feet_plan,foot plan
cervical_spine_plan,cervical spine plan
cervical_spine_plan,cervical_spine_plan
cervical_spine_plan,C Spine
cervical_spine_plan,c spine
cervical_spine_plan,cervical spine
thoracic_spine_plan,thoracic_spine_plan
thoracic_spine_plan,thoracic spine plan
thoracic_spine_plan,thoracic spine
thoracic_spine_plan,T Spine
thoracic_spine_plan,t spine
lumbosacral_spine_plan,LS Spine
lumbosacral_spine_plan,l spine
lumbosacral_spine_plan,lumbosacral spine
lumbosacral_spine_plan,lumbosacral_spine_plan
lumbosacral_spine_plan,lumbosacral spine plan
lumbar_spine_plan,lumbar spine plan
lumbar_spine_plan,lumbar_spine_plan
lumbar_spine_plan,lumbar spine
sacrum_plan,sacrum plan
sacrum_plan,sacrum
sacrum_plan,sacrum_plan
endocrine_metabolic_plan,endocrine/metabolic
endocrine_metabolic_plan,endocrine metabolic
endocrine_metabolic_plan,endocrine metabolic plan
endocrine_metabolic_plan,endocrine_metabolic_plan
endocrine_metabolic_plan,endocrine metabolic
endocrine_plan,endocrine
endocrine_plan,endo
endocrine_plan,endocrine_plan
endocrine_plan,endocrine plan
metabolic_plan,metabolic plan
metabolic_plan,metabolic
metabolic_plan,metabolic_plan
metabolic_plan,meta
infectious_disease_plan,Review of Infectios Diseases History or Symptoms
infectious_disease_plan,review of infectios disease history or symptom
infectious_disease_plan,review infectios disease history symptom
infectious_disease_plan,infectious disease
infectious_disease_plan,ID
infectious_disease_plan,id
infectious_disease_plan,infectious
infectious_disease_plan,infectious disease plan
infectious_disease_plan,infectious_disease_plan
congenital_plan,congenital
congenital_plan,congenital_plan
congenital_plan,congenital diseases
congenital_plan,congenital disease
congenital_plan,congenital plan
pulmonary_plan,resp
pulmonary_plan,pulmonary plan
pulmonary_plan,respiratory status
pulmonary_plan,chest/lungs
pulmonary_plan,chest lung
pulmonary_plan,respiratory
pulmonary_plan,pulmonary_plan
pulmonary_plan,pulm
pulmonary_plan,pulmonary
pulmonary_plan,respiratory/cardiovascular
pulmonary_plan,respiratory cardiovascular
pulmonary_plan,lungs
pulmonary_plan,lung
pulmonary_plan,breathing status
pulmonary_plan,breathe status
immunologic_plan,immunological
